date,username,text,clean_text,polarity,subjectivity,sentiment,date_num,date_only
2024-08-10,user_451,Netflix app keeps crashing lately.,netflix app keep crashing lately,-0.3,0.6,Negative,739108,2024-08-10
2024-06-10,user_452,Netflix has the best collection of shows.,netflix best collection show,1.0,0.3,Positive,739047,2024-06-10
2024-07-14,user_453,"Too many ads on Hotstar, please fix.",many ad hotstar please fix,0.5,0.5,Positive,739081,2024-07-14
2024-07-25,user_454,Netflix subscription cost is too high!,netflix subscription cost high,0.16,0.54,Positive,739092,2024-07-25
2024-01-17,user_455,I might unsubscribe from Hotstar soon.,might unsubscribe hotstar soon,0.0,0.0,Neutral,738902,2024-01-17
2024-04-03,user_456,I might unsubscribe from Hotstar soon.,might unsubscribe hotstar soon,0.0,0.0,Neutral,738979,2024-04-03
2024-06-09,user_457,"Too many ads on SonyLIV, please fix.",many ad sonyliv please fix,0.5,0.5,Positive,739046,2024-06-09
2024-08-22,user_458,The streaming on Netflix is so smooth!,streaming netflix smooth,0.4,0.5,Positive,739120,2024-08-22
2024-03-27,user_459,Netflix has the best collection of shows.,netflix best collection show,1.0,0.3,Positive,738972,2024-03-27
2024-10-16,user_460,Buffering issues on SonyLIV all the time.,buffering issue sonyliv time,0.0,0.0,Neutral,739175,2024-10-16
2024-08-02,user_461,Loved the new series on Netflix!,loved new series netflix,0.41818181818181815,0.6272727272727273,Positive,739100,2024-08-02
2024-10-16,user_462,Loved the new series on Prime Video!,loved new series prime video,0.41818181818181815,0.6272727272727273,Positive,739175,2024-10-16
2024-07-13,user_463,I might unsubscribe from Prime Video soon.,might unsubscribe prime video soon,0.0,0.0,Neutral,739080,2024-07-13
2024-01-11,user_464,The streaming on Hotstar is so smooth!,streaming hotstar smooth,0.4,0.5,Positive,738896,2024-01-11
2024-05-25,user_465,I might unsubscribe from Prime Video soon.,might unsubscribe prime video soon,0.0,0.0,Neutral,739031,2024-05-25
2024-05-30,user_466,Buffering issues on Prime Video all the time.,buffering issue prime video time,0.0,0.0,Neutral,739036,2024-05-30
2024-02-18,user_467,"Too many ads on Hotstar, please fix.",many ad hotstar please fix,0.5,0.5,Positive,738934,2024-02-18
2024-09-30,user_468,Buffering issues on Prime Video all the time.,buffering issue prime video time,0.0,0.0,Neutral,739159,2024-09-30
2024-01-24,user_469,Netflix subscription cost is too high!,netflix subscription cost high,0.16,0.54,Positive,738909,2024-01-24
2024-07-22,user_470,Prime Video subscription cost is too high!,prime video subscription cost high,0.16,0.54,Positive,739089,2024-07-22
2024-08-13,user_471,Hotstar app keeps crashing lately.,hotstar app keep crashing lately,-0.3,0.6,Negative,739111,2024-08-13
2024-04-11,user_472,I might unsubscribe from SonyLIV soon.,might unsubscribe sonyliv soon,0.0,0.0,Neutral,738987,2024-04-11
2024-09-08,user_473,The streaming on Hotstar is so smooth!,streaming hotstar smooth,0.4,0.5,Positive,739137,2024-09-08
2024-09-17,user_474,Netflix has the best collection of shows.,netflix best collection show,1.0,0.3,Positive,739146,2024-09-17
2024-10-12,user_475,Prime Video app keeps crashing lately.,prime video app keep crashing lately,-0.3,0.6,Negative,739171,2024-10-12
2024-05-17,user_476,Buffering issues on Prime Video all the time.,buffering issue prime video time,0.0,0.0,Neutral,739023,2024-05-17
2024-06-25,user_477,Netflix subscription cost is too high!,netflix subscription cost high,0.16,0.54,Positive,739062,2024-06-25
2024-03-28,user_478,SonyLIV app keeps crashing lately.,sonyliv app keep crashing lately,-0.3,0.6,Negative,738973,2024-03-28
2024-02-08,user_479,Buffering issues on Netflix all the time.,buffering issue netflix time,0.0,0.0,Neutral,738924,2024-02-08
2024-09-30,user_480,Netflix subscription cost is too high!,netflix subscription cost high,0.16,0.54,Positive,739159,2024-09-30
2024-01-09,user_481,Prime Video has the best collection of shows.,prime video best collection show,1.0,0.3,Positive,738894,2024-01-09
2024-07-19,user_482,The streaming on Netflix is so smooth!,streaming netflix smooth,0.4,0.5,Positive,739086,2024-07-19
2024-04-05,user_483,Prime Video app keeps crashing lately.,prime video app keep crashing lately,-0.3,0.6,Negative,738981,2024-04-05
2024-03-27,user_484,Prime Video subscription cost is too high!,prime video subscription cost high,0.16,0.54,Positive,738972,2024-03-27
2024-04-12,user_485,Buffering issues on Netflix all the time.,buffering issue netflix time,0.0,0.0,Neutral,738988,2024-04-12
2024-09-02,user_486,I might unsubscribe from Prime Video soon.,might unsubscribe prime video soon,0.0,0.0,Neutral,739131,2024-09-02
2024-02-13,user_487,"Too many ads on Netflix, please fix.",many ad netflix please fix,0.5,0.5,Positive,738929,2024-02-13
2024-10-19,user_488,Prime Video has the best collection of shows.,prime video best collection show,1.0,0.3,Positive,739178,2024-10-19
2024-04-26,user_489,The streaming on SonyLIV is so smooth!,streaming sonyliv smooth,0.4,0.5,Positive,739002,2024-04-26
2024-07-18,user_490,SonyLIV app keeps crashing lately.,sonyliv app keep crashing lately,-0.3,0.6,Negative,739085,2024-07-18
2024-04-02,user_491,Loved the new series on Hotstar!,loved new series hotstar,0.41818181818181815,0.6272727272727273,Positive,738978,2024-04-02
2024-04-27,user_492,I might unsubscribe from SonyLIV soon.,might unsubscribe sonyliv soon,0.0,0.0,Neutral,739003,2024-04-27
2024-09-28,user_493,Loved the new series on Hotstar!,loved new series hotstar,0.41818181818181815,0.6272727272727273,Positive,739157,2024-09-28
2024-10-22,user_494,Hotstar has the best collection of shows.,hotstar best collection show,1.0,0.3,Positive,739181,2024-10-22
2024-06-10,user_495,Netflix subscription cost is too high!,netflix subscription cost high,0.16,0.54,Positive,739047,2024-06-10
2024-02-11,user_496,SonyLIV has the best collection of shows.,sonyliv best collection show,1.0,0.3,Positive,738927,2024-02-11
2024-02-16,user_497,Buffering issues on Prime Video all the time.,buffering issue prime video time,0.0,0.0,Neutral,738932,2024-02-16
2024-09-30,user_498,Netflix has the best collection of shows.,netflix best collection show,1.0,0.3,Positive,739159,2024-09-30
2024-05-24,user_499,Hotstar app keeps crashing lately.,hotstar app keep crashing lately,-0.3,0.6,Negative,739030,2024-05-24
