app_name,reviewId,userName,content,score,at,clean_text,polarity,subjectivity,sentiment,watch_hours,sessions_per_week,subscription_age_months,sentiment_score,churn,predicted_churn_log,predicted_churn_rf
Amazon Prime Video,bf23a509-16e5-4676-80a4-740bf8014d65,Danna Meyer,ok,5,25-10-2025 02:09,ok,0.5,0.5,Positive,45,8,23,0.5,0,0,0
Amazon Prime Video,7c226fc4-777f-4652-ba70-559146976947,Ellie,"DO NOT BUY MOVIES OR TV SHOWS FROM Prime Video. You will no longer have unlimited access to content you have bought. if you paid for a movie or TV show that was on sale, Amazon will eventually remove your access to that content. This is something new, before if you bought movie and TV shows, you owned it,but now Amazon is treating movies and TV shows to buy as rented content. They recently removed my access from a TV show I bought last year on Prime video. I will not be buying anymore content",1,25-10-2025 01:43,buy movie tv show prime video longer unlimited access content bought paid movie tv show sale amazon eventually remove access content something new bought movie tv show owned itbut amazon treating movie tv show buy rented content recently removed access tv show bought last year prime video buying anymore content,0.04545454545454545,0.25707070707070706,Neutral,47,1,14,0.04545454545454545,0,0,0
Amazon Prime Video,0f8917c0-35bc-4e7c-8255-5b28d5a6ddf4,Steven Völker,kriminelle Abo abschlüsse (ARD+),1,25-10-2025 01:14,kriminelle abo abschlsse ard,0.0,0.0,Neutral,3,6,9,0.0,1,0,1
Amazon Prime Video,2a685a44-25fc-4678-aebb-75da0ea3ad8c,SANJAY CHAKRABORTY,"Maybe I know in the Samsung S25 Ultra mobile I am not getting the full-screen option. I try pinch to fill my screen, but it's not working. Previously, in video settings, a zoom option was there, but now it's completely removed. I am paying for service, not for jokes.",1,25-10-2025 00:32,maybe know samsung ultra mobile getting fullscreen option try pinch fill screen working previously video setting zoom option completely removed paying service joke,-0.033333333333333326,0.2833333333333333,Neutral,16,1,14,-0.033333333333333326,0,1,0
Amazon Prime Video,9218cd83-140f-4687-8b83-91e10e1b5fbe,Saba KH,bhai 1 ghanta ka episode Mein 10 bar ad dikhaoge to kaise chalega... paisa to tumne iska bhi Liya hai.. to Paisa jaisa thoda sa service bhi do,1,25-10-2025 00:25,bhai ghanta ka episode mein bar ad dikhaoge kaise chalega paisa tumne iska bhi liya hai paisa jaisa thoda sa service bhi,0.0,0.0,Neutral,44,8,19,0.0,0,1,0
Amazon Prime Video,3d7855a5-8015-4ed5-a2b1-7119a43ed408,Keo,the worst service. why pay for a subscription when i cant even access my account. they have never reached out to me. ive tried hundreds of times to contact them and to no avail. never spendin money with amazon again,1,25-10-2025 00:23,worst service pay subscription cant even access account never reached ive tried hundred time contact avail never spendin money amazon,-1.0,1.0,Negative,22,3,3,-1.0,1,0,0
Amazon Prime Video,6f233260-0cf7-4394-a833-e0ca4e327f03,Kugan K,"ads are completely unacceptable. here s wat they wil do next.. new pro version with no ads and premium version gets short ads and basic with longer and frequent ads. all for money. no ethics at all. wats more shameful is,.. we will continue to pay. we are living in a black mirror episode(if yu kno wat i mean).",1,25-10-2025 00:10,ad completely unacceptable wat wil next new pro version ad premium version get short ad basic longer frequent ad money ethic wats shameful continue pay living black mirror episodeif yu kno wat mean,-0.017850378787878787,0.33754734848484846,Neutral,39,8,13,-0.017850378787878787,0,0,0
Amazon Prime Video,7ee89db0-3766-4d6a-81f4-cf23e3b2a60c,Siyema Ndzwane,I don't like it,1,24-10-2025 23:56,dont like,0.0,0.0,Neutral,27,2,19,0.0,0,1,1
Amazon Prime Video,73d7f357-57c8-4e34-b323-a876d83f3f4d,Zaid Akhtar,Use when u want to watch advertisement 😁,1,24-10-2025 23:54,use u want watch advertisement,0.0,0.0,Neutral,30,7,23,0.0,0,0,0
Amazon Prime Video,5dc859ab-e512-4abb-9419-da74043aa64e,Paras Joshi,I just paid you. Do not force an ad on me the second the sale is finished. This is the worst way to treat a paying customer. It feels like you only care about getting one more dollar and have zero respect for the positive experience you just ruined. You are going bankrupt. You still didn't figure out your customers.,1,24-10-2025 23:48,paid force ad second sale finished worst way treat paying customer feel like care getting one dollar zero respect positive experience ruined going bankrupt still didnt figure customer,-0.25757575757575757,0.5151515151515151,Negative,14,4,18,-0.25757575757575757,1,1,1
Amazon Prime Video,0ca751d8-b442-4ac8-976f-b942643b020f,Shibin Mathew,"Worst application to subscribe, just refund my money and for these , Google pls keep a no star option since they dont deserve any",1,24-10-2025 23:35,worst application subscribe refund money google pls keep star option since dont deserve,-1.0,1.0,Negative,33,4,14,-1.0,1,1,0
Amazon Prime Video,ce1dcba9-60f1-4eaf-b2d9-dbb217b4cd3b,ABDuLLAH KHAN,even the audi description is turned off in the setting but i am continue getting the audio description for the scenes its suckssss,2,24-10-2025 22:17,even audi description turned setting continue getting audio description scene suckssss,0.0,0.0,Neutral,45,5,1,0.0,0,1,1
Amazon Prime Video,15993ea2-e938-44bf-948e-7bc385a26235,Efraim Costa,Esses miseráveis tão colocando várias propagandas de mais de 1 minuto num único episódio. Mercenários 👎👎👎,1,24-10-2025 21:47,esses miserveis colocando vrias propaganda de mais de minuto num nico episdio mercenrios,-0.1,0.1,Negative,41,3,9,-0.1,1,0,0
Amazon Prime Video,c111674e-ee34-4e4e-9857-233a8a4ae685,Svenja,"you pay for premium and still have to watch ads..and can't even access every title offered, there's so many you have to buy additionally 3Euro for one episode?",1,24-10-2025 21:32,pay premium still watch adsand cant even access every title offered many buy additionally euro one episode,0.5,0.5,Positive,7,1,15,0.5,1,0,0
Amazon Prime Video,bae9b462-d10d-43f2-a629-2c26c335dec5,Farook,I paid for ad free service but more ads are there .... also screen is getting black at some times.,1,24-10-2025 21:22,paid ad free service ad also screen getting black time,0.11666666666666668,0.6166666666666667,Positive,31,3,17,0.11666666666666668,0,1,1
Amazon Prime Video,593de039-1238-462d-954d-63856811ba98,Venkatesh Boddu,"full of ads, even after taking prime membership",1,24-10-2025 21:09,full ad even taking prime membership,0.35,0.55,Positive,24,1,19,0.35,0,1,1
Amazon Prime Video,9902f235-8f38-478d-9d85-a8e11eeb3f1a,philip molloy,"HDR content is just too dark to watch, I have brigthness up to max but it makes no difference. I don't have this issue when watching on a browser. I have contacted Samsung regarding this issue and they have said it's not a problem with my tablet, that the problem is from the streaming apps.",1,24-10-2025 21:06,hdr content dark watch brigthness max make difference dont issue watching browser contacted samsung regarding issue said problem tablet problem streaming apps,-0.15,0.4,Negative,12,6,2,-0.15,1,1,0
Amazon Prime Video,35db5e75-eef4-437b-a450-a13cbb401352,Zeke Heart,GEN V PROFILE IMAGES PLEASEEEEEE,5,24-10-2025 20:58,gen v profile image pleaseeeeee,0.0,0.0,Neutral,29,7,14,0.0,0,0,0
Amazon Prime Video,209ab68f-e401-4949-82dd-f179aacbfc29,Bobby Mikeska,My life was dull before I got Prime Video. so many great movies to watch. I love Prime.,5,24-10-2025 20:57,life dull got prime video many great movie watch love prime,0.3770833333333333,0.5875,Positive,18,1,6,0.3770833333333333,0,0,0
Amazon Prime Video,67d88047-59ce-47ec-ac5b-a699925807c3,robert jolley,"ok, this app has problems. if I leave and come back sometimes it is far from the right place and a warning will stay on the screen",3,24-10-2025 20:34,ok app problem leave come back sometimes far right place warning stay screen,0.22142857142857142,0.5089285714285714,Positive,40,1,18,0.22142857142857142,0,0,0
Amazon Prime Video,8531e672-bbc6-4e12-81bb-a8c4dc2504db,Tanya Swinney,"stupid words across the screen! it says ""your video continues here after the break"". Last time I cleared the cache and app data and it went away for a while, but not this time! probably because I got extorted into paying for prime for the month in order to get better pricing on a vacuum, so sleazy!, and now they are trying to force me to pay for no ads like crooks",1,24-10-2025 20:23,stupid word across screen say video continues break last time cleared cache app data went away time probably got extorted paying prime month order get better pricing vacuum sleazy trying force pay ad like crook,-0.07708333333333332,0.39166666666666666,Negative,23,3,16,-0.07708333333333332,1,1,1
Amazon Prime Video,d226c905-7eef-4e6b-87ba-0698e419259c,Chethan u,I have been a long time user of Prime for more than 5 years. Recent Updates to the App. Have made me Rate & Review the App. 1. There is no Fullscrn option for certain Video. Basically like watching on a small screen with big Subtitles essentially blocking 30% of the view 2. Subtitles: There used to be an option of changing the Subtitles Size and Colour which has been removed. 3. Paying Premium of ₹1500 yet being forced to watch ADS feels like being ripped off. Atleast ADS can be minimal per vid,2,24-10-2025 20:06,long time user prime year recent update app made rate review app fullscrn option certain video basically like watching small screen big subtitle essentially blocking view subtitle used option changing subtitle size colour removed paying premium yet forced watch ad feel like ripped atleast ad minimal per vid,-0.06071428571428572,0.35267857142857145,Negative,10,9,15,-0.06071428571428572,1,0,1
Amazon Prime Video,f2fdc823-e923-4874-8780-3bdd145977ec,Khushi,bes,5,24-10-2025 19:58,,0.0,0.0,Neutral,10,5,15,0.0,0,0,0
Amazon Prime Video,11d3237f-8d57-4fbd-9cc2-312593bed032,Kunal Bhowmik,wow,5,24-10-2025 19:51,wow,0.1,1.0,Positive,17,5,3,0.1,0,0,0
Amazon Prime Video,70b4f910-8b5e-4c2f-a876-8a29a481566c,James Bailey,"Why do we PAY for a service that keeps increasing the amount of ads everyday? But wait, we can PAY EXTRA for less ads? This is greedy and unreasonable, EITHER make the sevice free with ads or paid without ads, this is untenable. Do better and be better.",1,24-10-2025 19:39,pay service keep increasing amount ad everyday wait pay extra less ad greedy unreasonable either make sevice free ad paid without ad untenable better better,0.1722222222222222,0.42777777777777776,Positive,3,1,6,0.1722222222222222,1,1,1
Amazon Prime Video,334d78b9-476a-4984-9189-2c9ccb1844b8,Kowsalya Kowsalya,ok 👌,1,24-10-2025 19:26,ok,0.5,0.5,Positive,37,5,7,0.5,0,0,0
Amazon Prime Video,594668d5-30cc-4834-a5f1-4dece3cbe8a7,Syed Shams tabrez,waste and iam unable to watch the video and it is always stopped,1,24-10-2025 19:18,waste iam unable watch video always stopped,-0.35,0.25,Negative,11,3,4,-0.35,1,0,0
Amazon Prime Video,c59e7c86-3b89-4b7c-a36c-d7725acc8c8c,pushpak raj,too many ads for paid service,1,24-10-2025 19:16,many ad paid service,0.5,0.5,Positive,32,9,16,0.5,0,1,0
Amazon Prime Video,dc8c0100-9fbf-444e-aa14-b53d15e4f940,Shivam Verma,good,5,24-10-2025 19:06,good,0.7,0.6000000000000001,Positive,6,3,4,0.7,1,0,0
Amazon Prime Video,576d4be8-695e-429e-b328-6e3a2d9f0ec0,sreenu yadav,I am not able see picture while watching only getting voice,1,24-10-2025 18:59,able see picture watching getting voice,0.5,0.625,Positive,2,7,20,0.5,1,1,1
Amazon Prime Video,f4088027-06f9-4d21-8e9c-83dd774e0a1c,Omkar Yawale,"Despite paying, you can still see ads and you still have to pay additionally for a lot of movies/shows",1,24-10-2025 18:38,despite paying still see ad still pay additionally lot moviesshows,0.0,0.0,Neutral,4,4,5,0.0,1,1,1
Amazon Prime Video,de30ea84-62f5-4445-93ec-c204df52d0f3,Nethra Yuvraj,please reduce the captions font size. it is showing very large,1,24-10-2025 18:33,please reduce caption font size showing large,0.21428571428571427,0.42857142857142855,Positive,42,5,12,0.21428571428571427,0,1,0
Amazon Prime Video,177eb800-0d88-4ffd-bde6-6d0228431e13,Jacobus Frans,love the series of movies,5,24-10-2025 18:31,love series movie,0.5,0.6,Positive,30,1,13,0.5,0,0,0
Amazon Prime Video,d880025f-104e-4b99-87f4-5ac7b5e0d58a,Sufia George,Dont buy the service. How the hell am I paying for a subpar streaming service and then still subject to add IN THE MIDDLE OF MY GOD DAMNED MOVIE!!! Make me pay for a service and then pay extra to opt out of ads.,1,24-10-2025 17:49,dont buy service hell paying subpar streaming service still subject add middle god damned movie make pay service pay extra opt ad,-0.05555555555555555,0.14444444444444446,Negative,21,5,7,-0.05555555555555555,1,1,1
Amazon Prime Video,721f76db-cd7e-43da-be84-86e3f2891321,Prajwal H T,adds 😮‍💨,1,24-10-2025 17:26,add,0.0,0.0,Neutral,34,6,11,0.0,0,1,0
Amazon Prime Video,a253aa1e-072b-48da-8a03-bf0cd2030ab1,Ravi S,For The Ads for Prime Costumers. tuzya aaychi gand Amazon prime.,1,24-10-2025 17:03,ad prime costumer tuzya aaychi gand amazon prime,0.0,0.0,Neutral,20,7,21,0.0,0,0,1
Amazon Prime Video,32a18a55-7a6b-4110-95c8-48ee56438b85,Abubakar Ibrahim,Wow that's nice,5,24-10-2025 16:18,wow thats nice,0.35,1.0,Positive,43,2,4,0.35,0,1,1
Amazon Prime Video,a152f1d3-c7da-45d3-8824-fdfbc32b400c,Bavi Priya,Suuper,5,24-10-2025 15:59,suuper,0.0,0.0,Neutral,19,7,10,0.0,0,0,0
Amazon Prime Video,85b6d2db-d04e-40e5-828b-86bce7e6932b,Bishnu Sarkar,"In the mobile app, the viewing display is showing in mini window, even if I click on ""Maximize",2,24-10-2025 15:47,mobile app viewing display showing mini window even click maximize,0.0,0.0,Neutral,5,3,1,0.0,1,1,1
Amazon Prime Video,a27c7179-b2a1-46eb-a587-3236edff618d,Prashant Damugade,Baseless customer care service. Showing call connectivity issues in full network. just avoid giving solution to customers. purchase their subscription. chale to chand tak nahi to raat tak. they dont want to give services,1,24-10-2025 15:39,baseless customer care service showing call connectivity issue full network avoid giving solution customer purchase subscription chale chand tak nahi raat tak dont want give service,0.35,0.55,Positive,48,7,6,0.35,0,1,1
Amazon Prime Video,feaacf9b-f185-4a5d-9167-5683acd85106,Bhargav Durgam,worest app I never installed this kind of app,2,24-10-2025 15:36,worest app never installed kind app,0.6,0.9,Positive,1,3,12,0.6,1,0,0
Amazon Prime Video,c774bea5-82fd-42eb-863f-858b903da7f2,Abhishek Ranjan,You have to watch 3 min long ads every 30 mins even after prime subscription and the app crashes so much that the screen goes blank after the ad and when you restart you have to watch the ad again there's no option to fast forward the video 2x speed it's just so frustrating worst ott platform 🙏,1,24-10-2025 14:58,watch min long ad every min even prime subscription app crash much screen go blank ad restart watch ad option fast forward video x speed frustrating worst ott platform,-0.17500000000000002,0.5166666666666667,Negative,20,2,7,-0.17500000000000002,1,0,1
Amazon Prime Video,7471b09c-0d5f-4143-aea5-6898b124f45d,Christopher Holschuh,cool 😎,5,24-10-2025 14:54,cool,0.35,0.65,Positive,24,9,21,0.35,0,0,0
Amazon Prime Video,894c3c23-92eb-4772-a4cb-40e760807392,VISHNU,worst player,1,24-10-2025 14:51,worst player,-1.0,1.0,Negative,13,7,16,-1.0,1,0,1
Amazon Prime Video,edbd6659-41a8-432f-95ae-2d796da5a393,ibrar hussain,BC lurn something from Netflix video not allowed to zoom when I'm playing any video your apps developer is a joker 🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡,1,24-10-2025 14:41,bc lurn something netflix video allowed zoom im playing video apps developer joker,0.0,0.0,Neutral,43,6,15,0.0,0,1,0
Amazon Prime Video,25186fb1-099d-4168-9d6a-d1b14bb2621b,Sarfraz Ali,Good for entertainment but why is full screen mode such bad in smartphone it looks pathetic.Bad viewing experience.,3,24-10-2025 14:35,good entertainment full screen mode bad smartphone look patheticbad viewing experience,0.11666666666666665,0.6055555555555556,Positive,40,5,9,0.11666666666666665,0,1,0
Amazon Prime Video,68c81570-3aed-4fc8-965b-db64750c09f0,mike li,"the ads are getting longer and more frequent, starting to feel like streaming is worse than the old TV.",1,24-10-2025 14:13,ad getting longer frequent starting feel like streaming worse old tv,-0.05000000000000001,0.3,Negative,4,3,22,-0.05000000000000001,1,0,1
Amazon Prime Video,ee3b93f8-550e-4f9c-bffe-cd014cbfc02d,Aditya Malliboiyna,super quality,5,24-10-2025 13:30,super quality,0.3333333333333333,0.6666666666666666,Positive,34,5,3,0.3333333333333333,0,0,0
Amazon Prime Video,42e8eb97-6be8-484b-b5a2-8113815ffb9b,Rijo Abraham,how to fullscreen to fit screen?,1,24-10-2025 12:26,fullscreen fit screen,0.4,0.4,Positive,28,6,11,0.4,0,0,0
Disney+ Hotstar,4d9dc227-80ce-4724-8d29-76a9e986adaa,Aasheeah Pandey,good,3,03-11-2025 10:26,good,0.7,0.6000000000000001,Positive,37,6,23,0.7,0,0,1
Disney+ Hotstar,17bd722d-47a3-48da-9bbd-fc6c9c416207,Satyam Bawane,Bekar application,1,03-11-2025 10:26,bekar application,0.0,0.0,Neutral,30,9,10,0.0,0,0,0
Disney+ Hotstar,1248557f-e016-488f-973f-359b56dde0b8,Miss 786,yes helpful app,5,03-11-2025 10:25,yes helpful app,0.0,0.0,Neutral,39,3,7,0.0,0,1,1
Disney+ Hotstar,e6b99d3f-352e-4757-84d1-f0160b033307,Aagam Lodaria,not detect gujarati language...gujarati language me koi problem hainkya,3,03-11-2025 10:21,detect gujarati languagegujarati language koi problem hainkya,0.0,0.0,Neutral,16,3,2,0.0,0,0,0
Disney+ Hotstar,07e21396-965a-40ac-aa6a-3ac3782dceab,Ajay Rathod,❤️,5,03-11-2025 10:16,,0.0,0.0,Neutral,28,5,2,0.0,0,0,0
Disney+ Hotstar,ef24b285-41a8-4cfc-990e-d0166f6b41a7,Nakshathra varma Purushotham,ads ads and ads...!! such a wrost app. it's like paying money to watch ads. They are giving movie between ads. worst experience ever.,1,03-11-2025 10:07,ad ad ad wrost app like paying money watch ad giving movie ad worst experience ever,-1.0,1.0,Negative,21,8,5,-1.0,1,0,1
Disney+ Hotstar,ee063190-8cc3-41f6-92f6-b82d3d3133c0,Minnumol Minnumol,good app,5,03-11-2025 10:05,good app,0.7,0.6000000000000001,Positive,19,6,8,0.7,0,1,0
Disney+ Hotstar,3ddad0f6-06e9-483d-b58b-e273770de5f6,shwetha kinnal,"app is good... but I have not given 5 star because they take subscription saying watch the show before tv, but the shows are displayed just few hours before tv.. it should be uploaded at the start of the day.. this feature was best in Voot app.",4,03-11-2025 09:57,app good given star take subscription saying watch show tv show displayed hour tv uploaded start day feature best voot app,0.85,0.45000000000000007,Positive,41,5,8,0.85,0,0,1
Disney+ Hotstar,fb61d2e6-f507-407d-9a15-61197f617f80,Sanjay kumar Mohanty,ok,3,03-11-2025 09:53,ok,0.5,0.5,Positive,26,2,13,0.5,0,0,0
Disney+ Hotstar,e1c9cff4-ee0a-40bf-9215-6d15928f18c1,Dinesh Patel,fantastic,5,03-11-2025 09:41,fantastic,0.4,0.9,Positive,1,3,21,0.4,1,0,0
Disney+ Hotstar,fb6a30a2-508b-4c20-93da-f7ff5a110f79,prajapati nikeeta,can't open my jiohotstar plzzz slove my issue,1,03-11-2025 09:39,cant open jiohotstar plzzz slove issue,0.0,0.5,Neutral,49,8,13,0.0,0,0,1
Disney+ Hotstar,c3e7e857-edfa-4b7a-a6ea-29ee8b38627a,Ramanji Dasari,సూపర్,5,03-11-2025 09:35,,0.0,0.0,Neutral,40,1,5,0.0,0,0,1
Disney+ Hotstar,f22a99bb-e99a-46c2-a048-175c45d04f04,YEDIDI NARENDRA,o k,4,03-11-2025 09:26,k,0.0,0.0,Neutral,38,9,3,0.0,0,0,1
Disney+ Hotstar,cc7a72af-4c51-4683-88b7-60cf23d43bc3,Sidhartha Yadav,oke,5,03-11-2025 09:17,oke,0.0,0.0,Neutral,36,9,8,0.0,0,0,0
Disney+ Hotstar,c082cf29-4563-4ebc-90fe-e58baa13e5d2,Prateek Gaur,"such a bad experience with this app. Why is it rated 4.3 * i don't know. I subscribed for this platform. I opened to watch a movie. 20 s ad. After 1 min , again 2 ads of 20 s each which you cannot skip and is spread through the movie after every 10 mins, you have to watch 4ads of 20s each. Ruins the whole mood. won't recommend it don't buy the subscription",1,03-11-2025 09:14,bad experience app rated dont know subscribed platform opened watch movie ad min ad cannot skip spread movie every min watch ad ruin whole mood wont recommend dont buy subscription,-0.24999999999999992,0.5333333333333333,Negative,45,4,18,-0.24999999999999992,1,0,0
Disney+ Hotstar,43e044d0-1100-48d2-88ab-6f47eda2a10b,pradeepa c,nice,1,03-11-2025 09:14,nice,0.6,1.0,Positive,40,4,11,0.6,0,0,1
Disney+ Hotstar,90178612-ac98-4e29-a093-b52150131745,HIMANSHU KUMAR,It's a outstanding entertainment app. I like it so much . Thank you Reliance industries for availing such an app.,5,03-11-2025 08:58,outstanding entertainment app like much thank reliance industry availing app,0.35,0.5375,Positive,21,5,18,0.35,0,0,1
Disney+ Hotstar,47ff35d0-2674-4ef2-af89-509075fa93ce,Ajay Kumar,bahut acha hai 🥰,3,03-11-2025 08:55,bahut acha hai,0.0,0.0,Neutral,34,4,4,0.0,0,0,1
Disney+ Hotstar,7f0ed683-a35a-48c4-8121-d10ac6ace65e,Alok Kumar,very nice,5,03-11-2025 08:55,nice,0.6,1.0,Positive,37,1,10,0.6,0,0,1
Disney+ Hotstar,cbf1f432-1acc-4759-9c8b-54f6ef276660,Kavyansh patidar,not open the cricket match loding option,1,03-11-2025 08:55,open cricket match loding option,0.0,0.5,Neutral,45,9,8,0.0,0,0,0
Disney+ Hotstar,319cf52f-1eb2-4317-9a23-fb34dd60c051,Prasanth Kumar,"problem with start ,it shows blank when we open ,it has starting probelm",1,03-11-2025 08:53,problem start show blank open starting probelm,0.0,0.19999999999999998,Neutral,25,4,1,0.0,0,0,1
Disney+ Hotstar,a77c1c09-6290-43d9-8bd2-4b089d3467e6,Gaurav Kumar,Best app,5,03-11-2025 08:52,best app,1.0,0.3,Positive,36,7,13,1.0,0,0,1
Disney+ Hotstar,e726deaf-39ce-474f-bd83-be4f4520fe7e,JUJJAVARAPU Ravi,Good,5,03-11-2025 08:49,good,0.7,0.6000000000000001,Positive,21,2,5,0.7,0,0,0
Disney+ Hotstar,92ab3e96-e2d4-4d47-8677-013808185b88,Somnath Paswan,😊,5,03-11-2025 08:45,,0.0,0.0,Neutral,5,5,16,0.0,1,0,1
Disney+ Hotstar,f4700ec5-a12c-4688-a899-915656635a70,Vishal Vidvans,good 👍,5,03-11-2025 08:43,good,0.7,0.6000000000000001,Positive,22,3,6,0.7,0,0,1
Disney+ Hotstar,fce6f68e-e606-4997-8598-e6e71252f05b,Anurag Giri,"While watching a video, the entire screen goes black, and the video is not visible",2,03-11-2025 08:33,watching video entire screen go black video visible,-0.08333333333333333,0.5291666666666667,Negative,21,3,21,-0.08333333333333333,1,1,1
Disney+ Hotstar,f8b71dfc-da7c-43f9-8cb2-bffef259716f,Pavankumar Naidu,out of this world. just love it.,5,03-11-2025 08:24,world love,0.5,0.6,Positive,26,5,22,0.5,0,0,0
Disney+ Hotstar,6b3dd71c-e68f-4508-b533-8e4454b6b2e1,Mantosh Kumar,good,4,03-11-2025 08:15,good,0.7,0.6000000000000001,Positive,22,1,17,0.7,0,0,1
Disney+ Hotstar,a0bff986-097c-4f18-b9e6-e69225f56fb0,Anil Kumar,so nice,3,03-11-2025 08:06,nice,0.6,1.0,Positive,31,8,2,0.6,0,0,1
Disney+ Hotstar,a17186f0-9c75-41d9-bd0f-66f7d6e49914,Vamshi Jinukala,good,5,03-11-2025 08:03,good,0.7,0.6000000000000001,Positive,25,2,3,0.7,0,0,1
Disney+ Hotstar,efccc717-5a7d-4814-9b8a-1ff85ebf4c6d,Kiran Sahu,great,5,03-11-2025 08:01,great,0.8,0.75,Positive,6,4,22,0.8,1,0,0
Disney+ Hotstar,6ee1bc48-ae90-44f4-a280-684c6ad9abd4,kaushlesh Kumar shukla (Dhiraj),very nice,5,03-11-2025 07:55,nice,0.6,1.0,Positive,19,9,16,0.6,0,0,0
Disney+ Hotstar,69274bcb-16fb-48a7-87d0-2cad5949fd9a,Rahul Savant,good,5,03-11-2025 07:49,good,0.7,0.6000000000000001,Positive,23,2,6,0.7,0,0,1
Disney+ Hotstar,337f0094-a9e1-47c9-948f-f8e89b32f2f9,sarvesh nagavekar,veery good,5,03-11-2025 07:41,veery good,0.7,0.6000000000000001,Positive,5,6,22,0.7,1,0,1
Disney+ Hotstar,255e9008-4230-4617-ba05-eb3e9db39149,Akash Yadav,good app,5,03-11-2025 07:36,good app,0.7,0.6000000000000001,Positive,29,7,22,0.7,0,1,0
Disney+ Hotstar,595a951d-1f69-4883-af83-beec6102ec23,GodX Gamer,I don't like this app for phone,5,03-11-2025 07:31,dont like app phone,0.0,0.0,Neutral,29,5,15,0.0,0,1,0
Disney+ Hotstar,29d6ee20-372a-4180-821c-ccd5d10e6fb8,satyanshu chauhan,movie collection not good.,4,03-11-2025 07:30,movie collection good,0.7,0.6000000000000001,Positive,39,7,1,0.7,0,0,0
Disney+ Hotstar,a81e9737-58b9-4d00-a82d-1a1b393ba7eb,Ruksana banu Ruksana,it is good,5,03-11-2025 07:29,good,0.7,0.6000000000000001,Positive,31,1,2,0.7,0,0,1
Disney+ Hotstar,105e683e-63c2-492d-b87f-f9976ad0cdcb,Shivam Kumar,too much advertisement during watching highlights...,1,03-11-2025 07:29,much advertisement watching highlight,0.2,0.2,Positive,35,8,14,0.2,0,0,1
Disney+ Hotstar,cd5112e5-77fe-41c2-8773-8f1a85117c5c,Sanket Sakpal,good,5,03-11-2025 07:25,good,0.7,0.6000000000000001,Positive,33,9,8,0.7,0,0,0
Disney+ Hotstar,6fce498b-de81-4ab9-b19e-f1f6ec8c500c,Shiva Kumar,thank you 🥰,5,03-11-2025 07:24,thank,0.0,0.0,Neutral,2,8,2,0.0,1,0,0
Disney+ Hotstar,9560d13e-269f-4775-a13d-7f5a66943968,Kanchn Devi,o/10,1,03-11-2025 07:22,,0.0,0.0,Neutral,24,7,9,0.0,0,0,0
Disney+ Hotstar,43b43bdd-241f-4ac9-a97f-c5107bd6d963,ashish katariya,very nice,4,03-11-2025 07:18,nice,0.6,1.0,Positive,17,1,7,0.6,0,0,0
Disney+ Hotstar,5e52789b-0c67-48d6-9892-8ab95c2e514c,Siddheshwar Jadhav,best for watching sports,4,03-11-2025 07:18,best watching sport,1.0,0.3,Positive,43,4,20,1.0,0,1,0
Disney+ Hotstar,f84847ec-b7e0-4399-844f-0c3d8c061cfc,Jakka venkateswarlu,good,4,03-11-2025 07:17,good,0.7,0.6000000000000001,Positive,35,5,9,0.7,0,0,1
Disney+ Hotstar,24e760cd-3b0d-423c-af0a-325be8bbbd37,राहुल गौतम गोपालपुरा,nice,5,03-11-2025 07:15,nice,0.6,1.0,Positive,11,6,10,0.6,0,0,0
Disney+ Hotstar,8f165158-0855-4ae5-bb69-3870d39fb76d,Sudha Bore,Nice service,4,03-11-2025 07:13,nice service,0.6,1.0,Positive,1,1,4,0.6,1,1,0
Disney+ Hotstar,0fff8a75-283b-4c10-86e6-68e5f94b8ede,TINKU B,super,5,03-11-2025 07:06,super,0.3333333333333333,0.6666666666666666,Positive,49,1,20,0.3333333333333333,0,0,0
Disney+ Hotstar,f1d24b52-4647-48db-9cf8-23f3a68f282a,Manoj Pandey,very nice ji,5,03-11-2025 07:05,nice ji,0.6,1.0,Positive,26,6,18,0.6,0,0,1
Disney+ Hotstar,53a1afa8-2404-4d7f-acc4-16985de70a03,Uma Chandrashekar,"Jio hotstar is the best channel ever...best episodes, best movies and best sports are telecasting ...i love Jio hotstar , our own Indian channel..😍😘😘💐",5,03-11-2025 07:03,jio hotstar best channel everbest episode best movie best sport telecasting love jio hotstar indian channel,0.875,0.375,Positive,38,3,18,0.875,0,1,0
Disney+ Hotstar,ba14fea0-de19-4b60-9a76-738a1f735baa,Tadvi Uked,ok,5,03-11-2025 07:02,ok,0.5,0.5,Positive,36,2,10,0.5,0,0,1
Disney+ Hotstar,9eab7d33-106d-4a9e-878f-64bbd3bc57de,Deepak Nigdhu,very good,5,03-11-2025 07:00,good,0.7,0.6000000000000001,Positive,1,7,11,0.7,1,0,1
Disney+ Hotstar,98a82c2e-9d86-4b43-8806-125c73f84909,Anil Kumar,From somedays I am not able to watch movies it only buffers and I have reported it too but no action is taken .very disappointed ☹️,1,03-11-2025 07:00,somedays able watch movie buffer reported action taken disappointed,-0.05000000000000001,0.4916666666666667,Negative,8,9,10,-0.05000000000000001,1,0,1
Disney+ Hotstar,9f888ea5-9dd3-4e44-a487-ca9e87fbc229,RADHESHYAM,ok,4,03-11-2025 06:58,ok,0.5,0.5,Positive,39,1,21,0.5,0,0,0
